id,filename,region,visual_theme,category,duration_sec,candidate_tier,priority_review,visual_note
V0245,DSCF3018_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,9.009,,False,
V0246,DSCF3026_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,7.007,,False,
V0247,DSCF3027_高品質 1080p HD.mp4,備後,業種要確認,資料,8.008,,False,
V0248,DSCF3028_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,13.013,,False,
V0249,DSCF3029_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,11.011,,False,
V0250,DSCF3036_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,8.008,,False,
V0251,DSCF3040_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0252,DSCF3045_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,9.009,,False,
V0253,DSCF3047_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,15.015,,False,
V0254,DSCF3069_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,17.017,,False,
V0255,DSCF3070_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,12.012,,False,
V0256,DSCF3071_高品質 1080p HD.mp4,備後,業種要確認,資料・交流・体験,27.027,,False,
V0257,DSCF3077_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,13.013,,False,
V0258,DSCF3078_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,8.008,,False,
V0259,DSCF3079_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0260,DSCF3090_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,6.006,B,False,参加者が拍手する交流の場面。人の関わりを添える補助候補
V0261,DSCF0524_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,18.018,,False,
V0262,DSCF0525_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,22.022,,False,
V0263,DSCF0539_高品質 1080p HD.mp4,備後,木工・工芸,手仕事・素材加工,18.018,,False,
V0264,DSCF0540_高品質 1080p HD.mp4,備後,木工・工芸,手仕事・素材加工,50.05,A,False,箱状の木製部品に接着剤を塗る作業。製造工程の寄り
V0265,DSCF0549_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,11.011,,False,
V0266,DSCF0570_高品質 1080p HD.mp4,備後,金属加工,機械・工場全景,17.017,A,False,稼働設備が並ぶ工場の広い画。工程の規模感
V0267,DSCF0585_高品質 1080p HD.mp4,備後,金属加工,手仕事・交流・体験,15.015,,False,
V0268,DSCF0586_高品質 1080p HD.mp4,備後,金属加工,手仕事・交流・体験,15.015,,False,
V0269,DSCF0674_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0270,DSCF0675_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0271,DSCF0680_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,13.013,,False,
V0272,DSCF3109_高品質 1080p HD.mp4,備後,繊維・衣服,手仕事・交流・体験,27.027,,False,
V0273,DSCF3111_高品質 1080p HD.mp4,備後,繊維・衣服,人物・交流・体験,10.01,,False,
V0274,DSCF3117_高品質 1080p HD.mp4,備後,繊維・衣服,手仕事・交流・体験,11.011,,False,
V0275,DSCF3118_高品質 1080p HD.mp4,備後,繊維・衣服,人物・交流・体験,8.008,,False,
V0276,DSCF3119_高品質 1080p HD.mp4,備後,繊維・衣服,手仕事・交流・体験,31.031,B,False,布を道具で扱う手元。素材に触れる体験
V0277,DSCF3120_高品質 1080p HD.mp4,備後,繊維・衣服,製品・手仕事・交流・体験,13.013,B,False,布と完成形を扱う寄り。製品の質感
V0278,DSCF3121_高品質 1080p HD.mp4,備後,繊維・衣服,人物・交流・体験,5.005,,False,
V0279,DSCF3122_高品質 1080p HD.mp4,備後,繊維・衣服,製品・交流・体験,6.006,,False,
V0280,DSCF3133_高品質 1080p HD.mp4,備後,繊維・衣服,交流・体験,6.006,,False,
V0281,DSCF3139_高品質 1080p HD.mp4,備後,木工・工芸,機械・手仕事・素材加工,20.02,,False,
V0282,DSCF3147_高品質 1080p HD.mp4,備後,木工・工芸,工場全景・交流・体験,11.011,,False,
V0283,DSCF3157_高品質 1080p HD.mp4,備後,木工・工芸,製品・交流・体験,13.013,,False,
V0284,DSCF3158_高品質 1080p HD.mp4,備後,木工・工芸,機械・手仕事・素材加工,13.013,A,False,回転するように見える大きな円形研磨装置と木材。加工・機械音の候補
V0285,DSCF3171_高品質 1080p HD.mp4,備後,木工・工芸,人物・交流・体験,11.011,,False,
V0286,DSCF3172_高品質 1080p HD.mp4,備後,木工・工芸,手仕事・素材加工,9.009,,False,
V0287,DSCF3174_高品質 1080p HD.mp4,備後,木工・工芸,手仕事・製品,31.031,,False,
V0288,DSCF3175_高品質 1080p HD.mp4,備後,木工・工芸,手仕事・製品,11.011,A,False,木製容器のふたを扱う寄り。仕上がりの精密さ
V0289,DSCF3176_高品質 1080p HD.mp4,備後,木工・工芸,製品・手仕事,19.019,,False,
V0290,DSCF3185_高品質 1080p HD.mp4,備後,木工・工芸,人物・交流・体験,5.005,,False,
V0291,DSCF3190_高品質 1080p HD.mp4,備後,木工・工芸,人物・交流・体験,18.018,,False,
V0292,DSCF3197_高品質 1080p HD.mp4,備後,木工・工芸,機械・手仕事・素材加工,29.029,A,False,工具で木材の表面を加工。手と機械が同時に見える
V0293,DSCF3198_高品質 1080p HD.mp4,備後,木工・工芸,機械・手仕事・素材加工,9.009,,False,
V0294,DSCF3207_高品質 1080p HD.mp4,備後,木工・工芸,手仕事・製品,33.033,,False,
V0295,DSCF3214_高品質 1080p HD.mp4,備後,木工・工芸,手仕事・製品,10.01,,False,
V0296,DSCF3219_高品質 1080p HD.mp4,備後,木工・工芸,手仕事,6.006,,False,
V0297,DSCF3225_高品質 1080p HD.mp4,備後,木工・工芸,機械・手仕事・素材加工,17.017,A,False,木材を加工装置へ送る手元。素材が加工される工程
V0298,DSCF3226_高品質 1080p HD.mp4,備後,木工・工芸,手仕事・製品,38.038,,False,
V0299,DSCF3237_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,11.011,,False,
V0300,DSCF3238_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,6.006,,False,
V0301,DSCF3241_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,7.007,,False,
V0302,DSCF3242_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,7.007,,False,
V0303,DSCF3247_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,14.014,,False,
V0304,DSCF3248_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,16.016,,False,
V0305,DSCF3249_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,6.006,,False,
V0306,DSCF3250_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,21.021,,False,
V0307,DSCF3251_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,22.022,,False,
V0308,DSCF3253_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,5.005,,False,
V0309,DSCF3255_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,資料・地域風景,13.013,B,False,SFVの旗の寄り。イベント名が伝わる補助素材
V0310,DSCF3256_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,7.007,,False,
V0311,DSCF3259_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,7.007,,False,
V0312,DSCF3260_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,8.008,,False,
V0313,DSCF3261_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景・人物,8.008,,False,
V0314,DSCF3270_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,12.012,B,False,霧のある山と街の遠景。地域の空気感
V0315,DSCF3271_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,20.02,,False,
V0316,DSCF3277_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,8.008,,False,
V0317,DSCF3281_高品質 1080p HD.mp4,備後,金属加工,人物・交流・体験,9.009,,False,
V0318,DSCF3282_高品質 1080p HD.mp4,備後,金属加工,機械・交流・体験,10.01,,False,
V0319,DSCF3291_高品質 1080p HD.mp4,備後,金属加工,人物・交流・体験,9.009,,False,
V0320,DSCF3296_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,16.016,A,False,加工装置と板状素材の寄り。素材加工の主軸候補
V0321,DSCF3297_高品質 1080p HD.mp4,備後,金属加工,機械・素材加工,16.016,A,False,丸い部品が並ぶ加工装置の寄り。規則的な加工の候補
V0322,DSCF3303_高品質 1080p HD.mp4,備後,金属加工,製品・交流・体験,25.025,,False,
V0323,DSCF3308_高品質 1080p HD.mp4,備後,金属加工,機械・人物,4.004,,False,
V0324,DSCF3309_高品質 1080p HD.mp4,備後,金属加工,機械・人物・手仕事,24.024,A,False,ロボット状アームと箱を扱う作業。人と機械の連携
V0325,DSCF3310_高品質 1080p HD.mp4,備後,金属加工,機械,2.002,,False,
V0326,DSCF3311_高品質 1080p HD.mp4,備後,金属加工,機械・人物・手仕事,31.031,,False,
V0327,DSCF3327_高品質 1080p HD.mp4,備後,金属加工,機械・交流・体験,18.018,,False,
V0328,DSCF3328_高品質 1080p HD.mp4,備後,金属加工,機械・交流・体験,46.046,,False,
V0329,DSCF3330_高品質 1080p HD.mp4,備後,金属加工,機械・交流・体験,15.015,,False,
V0330,DSCF3331_高品質 1080p HD.mp4,備後,金属加工,機械・交流・体験,45.045,,False,
V0331,DSCF3336_高品質 1080p HD.mp4,備後,金属加工,機械・交流・体験,12.012,,False,
V0332,DSCF3340_高品質 1080p HD.mp4,備後,金属加工,機械・交流・体験,13.013,,False,
V0333,DSCF3341_高品質 1080p HD.mp4,備後,金属加工,製品・交流・体験,7.007,,False,
V0334,DSCF3349_高品質 1080p HD.mp4,備後,金属加工,機械・手仕事・交流・体験,16.016,,False,
V0335,DSCF3350_高品質 1080p HD.mp4,備後,金属加工,機械・手仕事・交流・体験,47.047,,False,
V0336,DSCF3356_高品質 1080p HD.mp4,備後,金属加工,機械・手仕事・交流・体験,47.047,A,False,金属部品と手元を近くで見せる工程。加工体験の寄り
V0337,DSCF3357_高品質 1080p HD.mp4,備後,金属加工,機械・手仕事・交流・体験,26.026,A,False,工具と金属部品を扱う参加者の手元。工具音は要試聴
V0338,DSCF3367_高品質 1080p HD.mp4,備後,金属加工,手仕事・交流・体験,9.009,,False,
V0339,DSCF3368_高品質 1080p HD.mp4,備後,金属加工,人物・交流・体験,7.007,,False,
V0340,DSCF3375_高品質 1080p HD.mp4,備後,金属加工,製品・人物・交流・体験,21.021,B,False,部品を手に持つ参加者の表情。加工体験の成果
V0341,DSCF3376_高品質 1080p HD.mp4,備後,金属加工,機械・工場全景,7.007,,False,
V0342,DSCF3386_高品質 1080p HD.mp4,備後,金属加工,機械・手仕事・交流・体験,33.033,,False,
V0343,DSCF3395_高品質 1080p HD.mp4,備後,金属加工,人物・交流・体験,13.013,,False,
V0344,DSCF3408_高品質 1080p HD.mp4,備後,業種要確認,工場全景・地域風景,3.003,,False,
V0345,DSCF3409_高品質 1080p HD.mp4,備後,業種要確認,工場全景・交流・体験,6.006,,False,
V0346,DSCF3410_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,12.012,,False,
V0347,DSCF3417_高品質 1080p HD.mp4,備後,靴・ゴム,製品・人物・交流・体験,35.035,,False,
V0348,DSCF3418_高品質 1080p HD.mp4,備後,靴・ゴム,製品・交流・体験,15.015,,False,
V0349,DSCF3429_高品質 1080p HD.mp4,備後,靴・ゴム,機械・素材加工,17.017,A,False,機械の下に置かれた塊状素材。加工の瞬間候補
V0350,DSCF3430_高品質 1080p HD.mp4,備後,靴・ゴム,手仕事・素材加工,5.005,A,False,塊状素材を職人が手で扱う寄り。素材と工程の質感
V0351,DSCF3433_高品質 1080p HD.mp4,備後,靴・ゴム,機械・素材加工,5.005,,False,
V0352,DSCF3434_高品質 1080p HD.mp4,備後,靴・ゴム,工場全景・交流・体験,6.006,,False,
V0353,DSCF3435_高品質 1080p HD.mp4,備後,靴・ゴム,製品・素材加工,9.009,,False,
V0354,DSCF3436_高品質 1080p HD.mp4,備後,靴・ゴム,製品・素材加工,9.009,,False,
V0355,DSCF3437_高品質 1080p HD.mp4,備後,靴・ゴム,製品・素材加工,11.011,,False,
V0356,DSCF3452_高品質 1080p HD.mp4,備後,靴・ゴム,製品・交流・体験,21.021,B,False,靴底状の部品を曲げる手元。素材の柔軟さ
V0357,DSCF3453_高品質 1080p HD.mp4,備後,靴・ゴム,製品・交流・体験,3.003,,False,
V0358,DSCF3455_高品質 1080p HD.mp4,備後,靴・ゴム,機械・手仕事・素材加工,22.022,,False,
V0359,DSCF3456_高品質 1080p HD.mp4,備後,靴・ゴム,機械・手仕事・素材加工,12.012,A,False,靴状の製品を装置に当てて加工する寄り。職人と機械音の候補
V0360,DSCF3463_高品質 1080p HD.mp4,備後,靴・ゴム,人物・交流・体験,19.019,,False,
V0361,DSCF3478_高品質 1080p HD.mp4,備後,靴・ゴム,手仕事・素材加工,35.035,A,False,靴状製品を工具と指先で仕上げる寄り。職人の手仕事
V0362,DSCF3479_高品質 1080p HD.mp4,備後,靴・ゴム,手仕事・製品,8.008,,False,
V0363,DSCF3480_高品質 1080p HD.mp4,備後,靴・ゴム,手仕事・素材加工,10.01,,False,
V0364,DSCF3481_高品質 1080p HD.mp4,備後,靴・ゴム,手仕事・素材加工,52.052,,False,
V0365,DSCF3492_高品質 1080p HD.mp4,備後,靴・ゴム,製品・素材加工,11.011,,False,
V0366,DSCF3493_高品質 1080p HD.mp4,備後,靴・ゴム,機械・素材加工,117.117,A,False,大型円形装置の扉を扱う工程。工場の規模と動作
V0367,DSCF3496_高品質 1080p HD.mp4,備後,靴・ゴム,機械・製品・素材加工,34.034,A,False,靴状の製品が並ぶラックを大型装置へ入れる工程
V0368,DSCF3504_高品質 1080p HD.mp4,備後,靴・ゴム,工場全景・素材加工,15.015,,False,
V0369,DSCF3528_高品質 1080p HD.mp4,備後,革小物,手仕事・交流・体験,9.009,,False,
V0370,DSCF3531_高品質 1080p HD.mp4,備後,革小物,機械・手仕事・交流・体験,7.007,A,False,革状素材を小型プレスに当てる手元。加工体験の候補
V0371,DSCF3532_高品質 1080p HD.mp4,備後,革小物,手仕事・交流・体験,65.065,,False,
V0372,DSCF3533_高品質 1080p HD.mp4,備後,革小物,機械・手仕事・交流・体験,18.018,,False,
V0373,DSCF3534_高品質 1080p HD.mp4,備後,革小物,機械・手仕事・交流・体験,23.023,,False,
V0374,DSCF3535_高品質 1080p HD.mp4,備後,革小物,機械・手仕事・交流・体験,17.017,,False,
V0375,DSCF3536_高品質 1080p HD.mp4,備後,革小物,製品・交流・体験,11.011,B,False,小さな革状製品の完成形を見せる場面。体験の成果
V0376,DSCF3537_高品質 1080p HD.mp4,備後,革小物,製品・交流・体験,5.005,,False,
V0377,DSCF3538_高品質 1080p HD.mp4,備後,革小物,機械・手仕事・交流・体験,4.004,,False,
V0378,DSCF3665_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,7.007,,False,
V0379,DSCF3666_高品質 1080p HD.mp4,備後,業種要確認,製品,15.015,,False,
V0380,DSCF3667_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,31.031,,False,
V0381,DSCF3668_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,14.014,,False,
V0382,DSCF3702_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,13.013,,False,
V0383,DSCF3704_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,19.019,,False,
V0384,DSCF0737_高品質 1080p HD.mp4,備後,繊維・衣服,手仕事・素材加工・交流・体験,14.014,,False,
V0385,DSCF0738_高品質 1080p HD.mp4,備後,繊維・衣服,交流・体験,12.012,,False,
V0386,DSCF0739_高品質 1080p HD.mp4,備後,繊維・衣服,機械・素材加工・交流・体験,36.036,A,False,大きな台で布状素材を加工する工程。素材加工の候補
V0387,DSCF0825_高品質 1080p HD.mp4,備後,資源循環,工場全景・交流・体験,47.047,,False,
V0388,DSCF0826_高品質 1080p HD.mp4,備後,資源循環,工場全景・交流・体験,3.003,,False,
V0389,DSCF0871_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,7.007,,False,
V0390,DSCF0872_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,11.011,,False,
V0391,DSCF0874_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,28.028,,False,
V0392,DSCF0878_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,15.015,,False,
V0393,DSCF0882_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,9.009,,False,
V0394,DSCF0896_高品質 1080p HD.mp4,備後,繊維・縫製,人物・交流・体験,14.014,,False,
V0395,DSCF0897_高品質 1080p HD.mp4,備後,繊維・縫製,人物・交流・体験,11.011,,False,
V0396,DSCF0902_高品質 1080p HD.mp4,備後,繊維・縫製,機械・素材加工・交流・体験,8.008,,False,
V0397,DSCF0903_高品質 1080p HD.mp4,備後,繊維・縫製,機械・素材加工,10.01,A,False,多数の加工ヘッドが並ぶ装置。反復動作・作業音は要確認
V0398,DSCF0913_高品質 1080p HD.mp4,備後,繊維・縫製,製品,5.005,B,False,色見本と布状の完成品。色・質感
V0399,DSCF0914_高品質 1080p HD.mp4,備後,繊維・縫製,製品,5.005,,False,
V0400,DSCF0926_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,5.005,,False,
V0401,DSCF0945_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,2.002,,False,
V0402,DSCF0965_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,11.011,,False,
V0403,DSCF3708_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,22.022,,False,
V0404,DSCF3712_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,5.005,,False,
V0405,DSCF3716_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,17.017,,False,
V0406,DSCF3717_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,6.006,B,False,水が落ちる地域風景。環境音は要試聴
V0407,DSCF3718_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,9.009,,False,
V0408,DSCF3719_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,23.023,,False,
V0409,DSCF3724_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,地域風景,27.027,,False,
V0410,DSCF3726_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,14.014,,False,
V0411,DSCF3727_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0412,DSCF3728_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,6.006,,False,
V0413,DSCF3732_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,10.01,,False,
V0414,DSCF3736_高品質 1080p HD.mp4,備後,地域風景・告知（業種対象外）,資料・地域風景,7.007,,False,
V0415,DSCF3742_高品質 1080p HD.mp4,備後,繊維・衣服,製品・人物・交流・体験,14.014,,False,
V0416,DSCF3743_高品質 1080p HD.mp4,備後,繊維・衣服,資料・交流・体験,11.011,,False,
V0417,DSCF3745_高品質 1080p HD.mp4,備後,繊維・衣服,資料・交流・体験,19.019,,False,
V0418,DSCF3746_高品質 1080p HD.mp4,備後,繊維・衣服,資料・交流・体験,17.017,,False,
V0419,DSCF3752_高品質 1080p HD.mp4,備後,繊維・衣服,資料・交流・体験,20.02,,False,
V0420,DSCF3754_高品質 1080p HD.mp4,備後,繊維・衣服,資料・製品・交流・体験,23.023,B,False,服のデザイン画面。設計から製造へつなぐ補助候補
V0421,DSCF3757_高品質 1080p HD.mp4,備後,繊維・衣服,資料・交流・体験,12.012,,False,
V0422,DSCF3760_高品質 1080p HD.mp4,備後,繊維・衣服,資料・交流・体験,7.007,,False,
V0423,DSCF3762_高品質 1080p HD.mp4,備後,繊維・衣服,交流・体験,9.009,,False,
V0424,DSCF3764_高品質 1080p HD.mp4,備後,繊維・衣服,機械・交流・体験,20.02,,False,
V0425,DSCF3765_高品質 1080p HD.mp4,備後,繊維・衣服,機械・手仕事・交流・体験,12.012,,False,
V0426,DSCF3767_高品質 1080p HD.mp4,備後,繊維・衣服,機械・交流・体験,10.01,,False,
V0427,DSCF3771_高品質 1080p HD.mp4,備後,繊維・衣服,機械・交流・体験,15.015,,False,
V0428,DSCF3772_高品質 1080p HD.mp4,備後,繊維・衣服,機械・素材加工・交流・体験,31.031,,False,
V0429,DSCF3773_高品質 1080p HD.mp4,備後,繊維・衣服,機械・素材加工,13.013,,False,
V0430,DSCF3774_高品質 1080p HD.mp4,備後,繊維・衣服,交流・体験,6.006,,False,
V0431,DSCF3777_高品質 1080p HD.mp4,備後,繊維・衣服,機械・素材加工,12.012,A,False,布状素材を加工する装置ヘッドの寄り。機械音は要試聴
V0432,DSCF3778_高品質 1080p HD.mp4,備後,繊維・衣服,機械・素材加工・交流・体験,9.009,,False,
V0433,DSCF3792_高品質 1080p HD.mp4,備後,繊維・衣服,機械・手仕事・素材加工,13.013,A,True,布を送る手元と縫製機械。手仕事と加工の主軸
V0434,DSCF3797_高品質 1080p HD.mp4,備後,繊維・衣服,人物・機械・手仕事,7.007,,False,
V0435,DSCF3803_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,14.014,,False,
V0436,DSCF3804_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,13.013,,False,
V0437,DSCF3807_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,30.03,,False,
V0438,DSCF3808_高品質 1080p HD.mp4,備後,繊維・縫製,機械・工場全景,7.007,A,False,装置と作業者が並ぶ縫製工場。規模感
V0439,DSCF3809_高品質 1080p HD.mp4,備後,繊維・縫製,交流・体験,17.017,,False,
V0440,DSCF3811_高品質 1080p HD.mp4,備後,繊維・縫製,人物・交流・体験,33.033,,False,
V0441,DSCF3815_高品質 1080p HD.mp4,備後,繊維・縫製,人物・機械・交流・体験,11.011,,False,
V0442,DSCF3816_高品質 1080p HD.mp4,備後,業種要確認,工場全景・交流・体験,15.015,,False,
V0443,DSCF3824_高品質 1080p HD.mp4,備後,業種要確認,工場全景・交流・体験,16.016,,False,
V0444,DSCF3825_高品質 1080p HD.mp4,備後,業種要確認,工場全景・交流・体験,3.003,,False,
V0445,DSCF3840_高品質 1080p HD.mp4,備後,革小物,機械・手仕事・交流・体験,13.013,,False,
V0446,DSCF3841_高品質 1080p HD.mp4,備後,革小物,機械・手仕事・交流・体験,18.018,A,False,小型プレスと素材を押さえる手元。加工体験
V0447,DSCF3848_高品質 1080p HD.mp4,備後,革小物,手仕事・交流・体験,18.018,,False,
V0448,DSCF3855_高品質 1080p HD.mp4,備後,革小物,手仕事・素材加工・交流・体験,27.027,B,False,型紙を押さえ素材へ線を付ける手元
V0449,DSCF3856_高品質 1080p HD.mp4,備後,革小物,機械・手仕事・交流・体験,19.019,,False,
V0450,DSCF3860_高品質 1080p HD.mp4,備後,革小物,手仕事・素材加工,21.021,,False,
V0451,DSCF3861_高品質 1080p HD.mp4,備後,革小物,人物・手仕事・素材加工,14.014,,False,
V0452,DSCF3874_高品質 1080p HD.mp4,備後,革小物,手仕事・素材加工,16.016,A,False,革状素材をはさみで切る寄り。素材が形になる瞬間
V0453,DSCF3875_高品質 1080p HD.mp4,備後,革小物,交流・体験,9.009,,False,
V0454,DSCF3876_高品質 1080p HD.mp4,備後,革小物,製品,5.005,,False,
V0455,DSCF3882_高品質 1080p HD.mp4,備後,革小物,製品・交流・体験,16.016,B,False,完成した小物を手に見せる参加者
V0456,DSCF3883_高品質 1080p HD.mp4,備後,革小物,製品・交流・体験,10.01,,False,
V0457,DSCF3891_高品質 1080p HD.mp4,備後,革小物,手仕事・交流・体験,19.019,,False,
V0458,DSCF3899_高品質 1080p HD.mp4,備後,繊維素材,製品・交流・体験,17.017,,False,
V0459,DSCF3906_高品質 1080p HD.mp4,備後,繊維素材,製品・交流・体験,35.035,,False,
V0460,DSCF3912_高品質 1080p HD.mp4,備後,繊維素材,製品・交流・体験,7.007,B,False,色と柄の異なる布見本。素材の質感
V0461,DSCF3913_高品質 1080p HD.mp4,備後,装飾・工芸体験,手仕事・交流・体験,20.02,,False,
V0462,DSCF3926_高品質 1080p HD.mp4,備後,装飾・工芸体験,手仕事・交流・体験,5.005,,False,
V0463,DSCF3927_高品質 1080p HD.mp4,備後,装飾・工芸体験,手仕事・交流・体験,9.009,,False,
V0464,DSCF3928_高品質 1080p HD.mp4,備後,装飾・工芸体験,手仕事・交流・体験,9.009,,False,
V0465,DSCF3936_高品質 1080p HD.mp4,備後,装飾・工芸体験,手仕事・交流・体験,11.011,,False,
V0466,DSCF3937_高品質 1080p HD.mp4,備後,装飾・工芸体験,手仕事・交流・体験,17.017,,False,
V0467,DSCF3940_高品質 1080p HD.mp4,備後,装飾・工芸体験,手仕事・交流・体験,3.003,,False,
V0468,DSCF3941_高品質 1080p HD.mp4,備後,装飾・工芸体験,手仕事・交流・体験,7.007,,False,
V0469,DSCF3955_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,8.008,,False,
V0470,DSCF3974_高品質 1080p HD.mp4,備後,木工・家具,製品・交流・体験,7.007,,False,
V0471,DSCF3975_高品質 1080p HD.mp4,備後,木工体験,手仕事・交流・体験,6.006,,False,
V0472,DSCF3976_高品質 1080p HD.mp4,備後,木工体験,製品・手仕事・交流・体験,9.009,B,False,木製ブロックを積む手元。素材に触れる体験
V0473,DSCF3984_高品質 1080p HD.mp4,備後,業種要確認,交流・体験,16.016,,False,
V0474,DSCF3985_高品質 1080p HD.mp4,備後,木工・家具,人物・製品・交流・体験,12.012,,False,
V0475,DSCF3989_高品質 1080p HD.mp4,備後,木工・家具,人物・製品・交流・体験,10.01,,False,
V0476,DSCF3990_高品質 1080p HD.mp4,備後,木工・家具,人物・交流・体験,11.011,,False,
V0477,DSCF3991_高品質 1080p HD.mp4,備後,木工・家具,人物・交流・体験,11.011,,False,
V0478,DSCF3995_高品質 1080p HD.mp4,備後,業種要確認,資料・人物,16.016,,False,
V0479,DSCF3996_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,13.013,,False,
V0480,DSCF4009_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,7.007,B,False,参加者の楽しそうな表情
V0481,DSCF4011_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,7.007,,False,
V0482,DSCF4015_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0483,DSCF4016_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,5.005,,False,
V0484,DSCF4020_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,9.009,,False,
V0485,DSCF4021_高品質 1080p HD.mp4,備後,業種要確認,手仕事・交流・体験,10.01,,False,
V0486,DSCF4022_高品質 1080p HD.mp4,備後,木工体験,手仕事・素材加工・交流・体験,39.039,,False,
V0487,DSCF4023_高品質 1080p HD.mp4,備後,業種要確認,人物・交流・体験,11.011,,False,
V0488,DSCF4028_高品質 1080p HD.mp4,備後,業種要確認,製品・交流・体験,9.009,,False,
V0489,DSCF4029_高品質 1080p HD.mp4,備後,資源循環,機械・交流・体験,5.005,,False,
V0490,DSCF4030_高品質 1080p HD.mp4,備後,資源循環,機械・交流・体験,36.036,,False,
